Biznameclick,Biznameclick_link,Reviewcount,Business,Categorylisttext,Secondary 1,Secondary 2,Phonenumber
Tasty Chicken & Banh Mi,https://www.yelp.com/biz/tasty-chicken-and-banh-mi-anaheim,405,$,Sandwiches- Grocery- Vietnamese,2117 E Ball Rd,Anaheim,(714) 780-0225
Poke Bowl Factory,https://www.yelp.com/biz/poke-bowl-factory-anaheim-2,80,$,Poke- Seafood- Japanese,140 W Center Street Promenade,Anaheim,(657) 230-9060
The Pizza Press,https://www.yelp.com/biz/the-pizza-press-anaheim,1125,$$,Pizza- Salad- Gluten-Free,1700 S Harbor Blvd,Anaheim,(714) 323-7134
Little Arabia Lebanese Bakery & Cuisine,https://www.yelp.com/biz/little-arabia-lebanese-bakery-and-cuisine-anaheim,121,$$,Mediterranean- Lebanese- Bakeries,638 S Brookhurst,Anaheim,(714) 833-5760
Kip Barry’s Cabaret,https://www.yelp.com/biz/kip-barrys-cabaret-anaheim-2,38,$$,Performing Arts- Magicians- Dinner Theater,(714) 206-1390,Anaheim,(714) 206-1390
PokiNometry,https://www.yelp.com/biz/pokinometry-anaheim-4,2582,$,Japanese- Seafood- Poke,184 S Harbor Blvd,Anaheim,(657) 208-3488
Tony’s Original Deli & Bottle Shop,https://www.yelp.com/biz/tonys-original-deli-and-bottle-shop-anaheim-2,229,$$,Delis- Sandwiches- Bars,613 S Anaheim Blvd,Anaheim,(714) 778-1151
Napa Rose,https://www.yelp.com/biz/napa-rose-anaheim,1277,$$$$,American (New)- - ,1313 Disneyland Dr,Anaheim,(714) 635-2300
Thuyen Vien,https://www.yelp.com/biz/thuyen-vien-anaheim,878,$,Vegan- Vegetarian- Vietnamese,1740 S Euclid St,Anaheim,(714) 490-0242
Cortina’s Italian Market,https://www.yelp.com/biz/cortinas-italian-market-anaheim,1118,$,Delis- Italian- Pizza,2175 W Orange Ave,Anaheim,(714) 535-1948
Tri Tip Man Food Truck,https://www.yelp.com/biz/tri-tip-man-food-truck-anaheim,100,$$,Food Trucks- Barbeque- Caterers,Anaheim,Anaheim,(714) 904-6272
Disneyland Churro Cart,https://www.yelp.com/biz/disneyland-churro-cart-anaheim,404,$,Food Stands- - ,1313 S Harbor Blvd,Anaheim,(714) 781-4000
Al Amir Bakery,https://www.yelp.com/biz/al-amir-bakery-anaheim,286,$,Middle Eastern- Halal- Pizza,905 S Brookhurst St,Anaheim,(714) 535-0973
Corn Dog Castle,https://www.yelp.com/biz/corn-dog-castle-anaheim,423,$,Hot Dogs- - ,4600 N World Dr,Anaheim,(714) 781-3463
Calivino Wine Pub,https://www.yelp.com/biz/calivino-wine-pub-anaheim,305,$$,American (New)- Wine Bars- Gastropubs,2410 E Katella Ave,Anaheim,(714) 939-7735
Little Red Wagon,https://www.yelp.com/biz/little-red-wagon-anaheim,732,$,Hot Dogs- Food Stands- ,1313 S Harbor Blvd,Anaheim,na
Original Pancake House,https://www.yelp.com/biz/original-pancake-house-anaheim,1383,$$,Breakfast & Brunch- - ,1418 E Lincoln Ave,Anaheim,(714) 535-9815
Jav’s Bar-B-Q,https://www.yelp.com/biz/javs-bar-b-q-anaheim,43,$$,Street Vendors- Caterers- Barbeque,151 W Center St Promenade,Anaheim,(657) 208-3587
Northgate Gonzalez Markets,https://www.yelp.com/biz/northgate-gonzalez-markets-anaheim-6,61,$,Grocery- Bakeries- Mexican,2030 E Lincoln Ave,Anaheim,(714) 507-7640
Grow Coffee + Tea,https://www.yelp.com/biz/grow-coffee-tea-anaheim,251,$,Coffee & Tea- Breakfast & Brunch- ,1035 N Tustin Ave,Anaheim,(714) 632-9922
Orange Roll & Sushi,https://www.yelp.com/biz/orange-roll-and-sushi-anaheim,617,$$,Sushi Bars- Japanese- ,327 S Anaheim Blvd,Anaheim,(714) 517-0013
K & A Catering,https://www.yelp.com/biz/k-and-a-catering-anaheim-4,98,$,Breakfast & Brunch- American (Traditional)- ,201 W Center St Promenade,Anaheim,(714) 778-5455
KooKoo Grill - The Original,https://www.yelp.com/biz/kookoo-grill-the-original-anaheim-10,153,$,Asian Fusion- Japanese- Mexican,202 W Lincoln Ave,Anaheim,(714) 603-7665
Ruth’s Chris Steak House,https://www.yelp.com/biz/ruths-chris-steak-house-anaheim,1234,$$$,Steakhouses- Seafood- American (Traditional),2041 S Harbor Blvd,Anaheim,(714) 750-5466
Zov’s Anaheim,https://www.yelp.com/biz/zovs-anaheim-anaheim-3,278,$$,Bars- Mediterranean- American (New),1801 E Katella Ave,Anaheim,(714) 280-9687
Cafe Misora,https://www.yelp.com/biz/cafe-misora-anaheim-2,168,$,Japanese- Asian Fusion- ,2633 W Woodland Dr,Anaheim,(714) 995-5191
Rice N’ Spice,https://www.yelp.com/biz/rice-n-spice-anaheim,95,$,Sri Lankan- Vegetarian- Asian Fusion,1732 Euclid St,Anaheim,(657) 230-9275
Punjabi Tandoor,https://www.yelp.com/biz/punjabi-tandoor-anaheim,918,$,Indian- - ,327 S Anaheim Blvd,Anaheim,(714) 635-3155
Hobo Co Pizza,https://www.yelp.com/biz/hobo-co-pizza-anaheim-2,73,$$,Food Trucks- Pizza- ,1500 E Cerritos Ave,Anaheim,(714) 225-0004
Plaza Inn,https://www.yelp.com/biz/plaza-inn-anaheim,924,$$,American (Traditional)- - ,1313 S. Harbor Blvd,Anaheim,(714) 781-3463
Aleppo’s Kitchen,https://www.yelp.com/biz/aleppos-kitchen-anaheim,262,$$,Mediterranean- Middle Eastern- Syrian,513 1/2 S Brookhurst St,Anaheim,(714) 991-5000
Black Sheep GCB,https://www.yelp.com/biz/black-sheep-gcb-anaheim,272,$$,Cheese Shops- Sandwiches- ,440 S Anaheim Blvd,Anaheim,(714) 533-3850
Sakura Shabu-Shabu,https://www.yelp.com/biz/sakura-shabu-shabu-anaheim,182,$$,Japanese- Hot Pot- ,605 N Euclid St,Anaheim,(714) 778-8991
Kareem’s Restaurant,https://www.yelp.com/biz/kareems-restaurant-anaheim-3,234,$$,Middle Eastern- Halal- Vegetarian,1208 S Brookhurst St,Anaheim,(714) 778-6829
Masala Indian Groceries & Fast Food,https://www.yelp.com/biz/masala-indian-groceries-and-fast-food-anaheim-2,69,$,Grocery- Indian- Buffets,1731 W Katella Ave,Anaheim,(714) 922-9210
Thanh Binh Restaurant,https://www.yelp.com/biz/thanh-binh-restaurant-anaheim,86,$,Vietnamese- Noodles- ,2119 E Ball Rd,Anaheim,(714) 635-9531
Tummy Stuffer,https://www.yelp.com/biz/tummy-stuffer-anaheim-3,64,$,Sandwiches- Delis- Steakhouses,1210 S State College Blvd,Anaheim,(714) 776-9200
In-N-Out Burger,https://www.yelp.com/biz/in-n-out-burger-anaheim-5,177,$,Burgers- Fast Food- ,1168 State College Blvd,Anaheim,(800) 786-1000
Kettlebar Steam Cooking,https://www.yelp.com/biz/kettlebar-steam-cooking-anaheim,727,$$,Seafood- Cajun/Creole- Cocktail Bars,440 S Anaheim Blvd,Anaheim,(714) 408-7378
El Gaucho Meat Market,https://www.yelp.com/biz/el-gaucho-meat-market-anaheim,176,$,Grocery- Meat Shops- Sandwiches,847 S State College Blvd,Anaheim,(714) 776-6400
Walkers’s Liquor & Deli,https://www.yelp.com/biz/walkerss-liquor-and-deli-anaheim,54,$,Beer- Wine & Spirits- Sandwiches- ,1841 W Lincoln Ave,Anaheim,(714) 758-0705
Earl of Sandwich,https://www.yelp.com/biz/earl-of-sandwich-anaheim,1821,$,Sandwiches- - ,1565 S Disneyland Dr,Anaheim,(714) 817-7476
Ruby’s Diner,https://www.yelp.com/biz/rubys-diner-anaheim-3,360,$$,Burgers- Diners- American (Traditional),1128 W Lincoln Ave,Anaheim,(714) 635-7829
Cove Bar,https://www.yelp.com/biz/cove-bar-anaheim,1243,$$,American (Traditional)- American (New)- Bars,Disneyland Park,Anaheim,(714) 781-3463
Disneyland Turkey Leg Cart,https://www.yelp.com/biz/disneyland-turkey-leg-cart-anaheim,263,$,Food Stands- - ,Disneyland Park,Anaheim,na
Lindo Michoacan 2,https://www.yelp.com/biz/lindo-michoacan-2-anaheim,708,$,Mexican- Breakfast & Brunch- ,327 S Anaheim Blvd,Anaheim,(714) 535-0265
Pizza Boy,https://www.yelp.com/biz/pizza-boy-anaheim,336,$,Pizza- Sandwiches- ,1177 S State College Blvd,Anaheim,(714) 772-7716
Lui’s Pizza & Subs,https://www.yelp.com/biz/luis-pizza-and-subs-anaheim,139,$,Pizza- Sandwiches- ,1150 N Harbor Blvd,Anaheim,(714) 956-4476
Phoenix Club,https://www.yelp.com/biz/phoenix-club-anaheim,195,$$,German- Pubs- Venues & Event Spaces,1340 S Sanderson Ave,Anaheim,(714) 563-4166
Healthy Junk,https://www.yelp.com/biz/healthy-junk-anaheim,784,$$,Vegan- Vegetarian- ,201 Ctr St Promenade,Anaheim,(714) 772-5865
E-San Rod-Sap,https://www.yelp.com/biz/e-san-rod-sap-anaheim,246,$,Thai- Laotian- ,1719 W La Palma Ave,Anaheim,(714) 999-0563
Teddy’s Cafe Burger & Teriyaki,https://www.yelp.com/biz/teddys-cafe-burger-and-teriyaki-anaheim,60,$,Japanese- Burgers- Asian Fusion,2401 W Lincoln Ave,Anaheim,(714) 484-8811
Seasons Kitchen USA,https://www.yelp.com/biz/seasons-kitchen-usa-anaheim,106,$,Malaysian- Singaporean- Indonesian,641 N Euclid St,Anaheim,(714) 829-4213
Olive Tree Restaurant,https://www.yelp.com/biz/olive-tree-restaurant-anaheim,258,$$,Middle Eastern- - ,512 S Brookhurst St,Anaheim,(714) 535-2878
Deli-icious Cafe,https://www.yelp.com/biz/deli-icious-cafe-anaheim,96,$,Cafes- Sandwiches- Breakfast & Brunch,209 W Cerritos Ave,Anaheim,(714) 956-1975
Steakhouse 55,https://www.yelp.com/biz/steakhouse-55-anaheim,699,$$$,Steakhouses- American (New)- ,Disneyland Hotel,Anaheim,(714) 778-6600
Alwadee Bakery & Restaurant,https://www.yelp.com/biz/alwadee-bakery-and-restaurant-anaheim,85,$,Mediterranean- Halal- ,311 S Brookhurst St,Anaheim,(714) 956-2997
Crêpe Coop,https://www.yelp.com/biz/cr%C3%AApe-coop-anaheim-3,445,$,Coffee & Tea- Creperies- ,440 S Anaheim Blvd,Anaheim,(714) 215-4966
The Scratch Room,https://www.yelp.com/biz/the-scratch-room-anaheim-2,545,$$,American (New)- Breakfast & Brunch- Burgers,2415 W Lincoln Ave,Anaheim,(714) 236-5613
Sahara Falafel,https://www.yelp.com/biz/sahara-falafel-anaheim,511,$$,Middle Eastern- Halal- Mediterranean,590 S Brookhurst St,Anaheim,(714) 491-0400
Jägerhaus,https://www.yelp.com/biz/j%C3%A4gerhaus-anaheim-2,628,$$,German- - ,2525 E Ball Rd,Anaheim,(714) 520-9500
Zait & Zaatar,https://www.yelp.com/biz/zait-and-zaatar-anaheim,603,$,Mediterranean- Lebanese- ,510 N Brookhurst St,Anaheim,(714) 991-9996
Matiki Island Barbeque,https://www.yelp.com/biz/matiki-island-barbeque-anaheim,650,$$,Hawaiian- Barbeque- ,3070 W Lincoln Ave,Anaheim,(714) 821-5228
Roy’s Restaurant,https://www.yelp.com/biz/roys-restaurant-anaheim-3,1120,$$$,Seafood- Steakhouses- Sushi Bars,321 W Katella Ave,Anaheim,(714) 776-7697
MFK By Aysee,https://www.yelp.com/biz/mfk-by-aysee-anaheim-2,143,$,Filipino- Soul Food- ,2620 W La Palma Ave,Anaheim,(657) 337-5288
Burger Monster,https://www.yelp.com/biz/burger-monster-anaheim,275,$,Food Trucks- Burgers- ,Anaheim,Anaheim,(714) 886-9627
BrewBerry Cafe,https://www.yelp.com/biz/brewberry-cafe-anaheim-7,368,$,Ice Cream & Frozen Yogurt- Breakfast & Brunch- American (Traditional),1198 W Katella Ave,Anaheim,(714) 808-1638
Country Family Cafe,https://www.yelp.com/biz/country-family-cafe-anaheim,429,$,Breakfast & Brunch- - ,1736 S Euclid St,Anaheim,(714) 956-5341
The Kroft,https://www.yelp.com/biz/the-kroft-anaheim,1333,$$,Comfort Food- Sandwiches- Poutineries,440 S Anaheim Blvd,Anaheim,(714) 635-5900
Taqueria Los Gueros,https://www.yelp.com/biz/taqueria-los-gueros-anaheim,194,$,Mexican- - ,628 W La Palma Ave,Anaheim,(714) 535-0667
Jasmine Mediterranean Restaurant,https://www.yelp.com/biz/jasmine-mediterranean-restaurant-anaheim,212,$,Mediterranean- - ,1925 E Lincoln Ave,Anaheim,(714) 817-0435
Al Sanabel,https://www.yelp.com/biz/al-sanabel-anaheim,127,$,Bakeries- Middle Eastern- Vegetarian,816 S Brookhurst St,Anaheim,(714) 635-4353
Cross Roast BBQ Eatery,https://www.yelp.com/biz/cross-roast-bbq-eatery-anaheim-6,218,$,Chinese- Asian Fusion- Ramen,401 S Magnolia Ave,Anaheim,(714) 236-5766
Sandwich Plus,https://www.yelp.com/biz/sandwich-plus-anaheim,68,$,Sandwiches- Salad- ,1028 N Tustin Ave,Anaheim,(714) 630-9160
Day and Nite Groceries & Taqueria,https://www.yelp.com/biz/day-and-nite-groceries-and-taqueria-anaheim-2,127,$,Mexican- Grocery- Fruits & Veggies,859 S Harbor Blvd,Anaheim,(714) 991-8600
nFuse Bar & Kitchen,https://www.yelp.com/biz/nfuse-bar-and-kitchen-anaheim,109,$$,American (New)- Lounges- ,700 West Convention Way,Anaheim,(714) 750-8000
The Cafe Krave,https://www.yelp.com/biz/the-cafe-krave-anaheim,52,$,Coffee & Tea- Breakfast & Brunch- Sandwiches,2400 E Katella Ave,Anaheim,(714) 634-8201
Kookie’s Sandwiches,https://www.yelp.com/biz/kookies-sandwiches-anaheim,112,$,Breakfast & Brunch- Sandwiches- ,721 E Ball Rd,Anaheim,(714) 778-5113
Georgia’s Restaurant,https://www.yelp.com/biz/georgias-restaurant-anaheim,518,$$,Soul Food- American (Traditional)- ,440 S Anaheim Blvd,Anaheim,(714) 906-1900
El Pollo Fino,https://www.yelp.com/biz/el-pollo-fino-anaheim,62,$,Mexican- - ,723 N Anaheim Blvd,Anaheim,(714) 533-1161
Bierstube,https://www.yelp.com/biz/bierstube-anaheim,96,$$,German- Pubs- ,1340 S Sanderson Ave,Anaheim,(714) 563-4166
Blake’s Place,https://www.yelp.com/biz/blakes-place-anaheim-3,535,$$,Barbeque- Caterers- ,2905 E Miraloma Ave,Anaheim,(714) 630-8574
Phantom Ales,https://www.yelp.com/biz/phantom-ales-anaheim,249,$,Breweries- Pubs- American (Traditional),1211 N Las Brisas St,Anaheim,(714) 225-3206
1901,https://www.yelp.com/biz/1901-anaheim,19,$$,American (New)- Lounges- ,1313 S Harbor Blvd,Anaheim,na
Carolina’s Italian Restaurant,https://www.yelp.com/biz/carolinas-italian-restaurant-anaheim-2,253,$$,Italian- Pizza- Wine Bars,915 S Harbor Blvd,Anaheim,(714) 971-5551
Red Tomato Pizza,https://www.yelp.com/biz/red-tomato-pizza-anaheim,72,$,Pizza- - ,2794 W Ball Rd,Anaheim,(714) 220-4922
Jolly Holiday Bakery Café,https://www.yelp.com/biz/jolly-holiday-bakery-caf%C3%A9-anaheim-2,375,$$,Bakeries- Coffee & Tea- Cafes,Disneyland Park,Anaheim,na
Saltena Corner,https://www.yelp.com/biz/saltena-corner-anaheim-5,12,$,Empanadas- Food Stands- ,Anaheim,Anaheim,(714) 317-9303
Mos No 2,https://www.yelp.com/biz/mos-no-2-anaheim-2,175,$,Barbeque- Japanese- ,1008 W Lincoln Ave,Anaheim,(714) 772-8543
Kung Pao House,https://www.yelp.com/biz/kung-pao-house-anaheim,217,$,Chinese- - ,3024 W Ball Rd,Anaheim,(714) 828-1168
Milan’s Grill,https://www.yelp.com/biz/milans-grill-anaheim,65,$$,Italian- Czech- Modern European,1721 W Katella Ave,Anaheim,(714) 254-1940
Pho Place,https://www.yelp.com/biz/pho-place-anaheim-3,230,$,Vietnamese- Breakfast & Brunch- Vegetarian,511 S Brookhurst St,Anaheim,(714) 635-2920
Baci Italian Restaurant,https://www.yelp.com/biz/baci-italian-restaurant-anaheim-2,516,$$,Italian- - ,416 N Lakeview Ave,Anaheim,(714) 282-2220
Rufino’s Ristorante Italiano,https://www.yelp.com/biz/rufinos-ristorante-italiano-anaheim,376,$$,Pizza- Italian- ,938 S Euclid St,Anaheim,(714) 491-0880
Natural,https://www.yelp.com/biz/natural-anaheim,380,$,Sandwiches- Juice Bars & Smoothies- Ice Cream & Frozen Yogurt,1177 S State College Blvd,Anaheim,(714) 563-1343
Hatam Restaurant,https://www.yelp.com/biz/hatam-restaurant-anaheim-2,338,$$,Middle Eastern- Persian/Iranian- Halal,1112 N Brookhurst St,Anaheim,(714) 991-6060
AM Thai Fusion Cuisine,https://www.yelp.com/biz/am-thai-fusion-cuisine-anaheim,121,$,Thai- - ,2941 W Ball Rd,Anaheim,(714) 816-8759
Karl Strauss Brewing Company,https://www.yelp.com/biz/karl-strauss-brewing-company-anaheim-3,293,$$,American (New)- Breweries- Pubs,2390 E Orangewood Ave,Anaheim,(714) 940-1772
Carnation Cafe,https://www.yelp.com/biz/carnation-cafe-anaheim,787,$$,American (Traditional)- Breakfast & Brunch- Cafes,Disneyland Dr,Anaheim,(714) 781-3463
D W Subs & Sub-Zeros,https://www.yelp.com/biz/d-w-subs-and-sub-zeros-anaheim,125,$,Sandwiches- - ,5031 E Orangethorpe Ave,Anaheim,(714) 779-2618
Carthay Circle Restaurant,https://www.yelp.com/biz/carthay-circle-restaurant-anaheim,1272,$$$,American (New)- Seafood- ,1313 S Disneyland Dr,Anaheim,(714) 781-3463
Fasai Thai Restaurant,https://www.yelp.com/biz/fasai-thai-restaurant-anaheim,688,$,Thai- Vegan- Vegetarian,880 W Lincoln Ave,Anaheim,(714) 956-2830
Sarkis Pastry,https://www.yelp.com/biz/sarkis-pastry-anaheim,176,$,Bakeries- Middle Eastern- ,2424 W Ball Rd,Anaheim,(714) 995-6663
Morton’s The Steakhouse,https://www.yelp.com/biz/mortons-the-steakhouse-anaheim-2,631,$$$$,Steakhouses- American (Traditional)- Seafood,1895 Harbor Blvd,Anaheim,(714) 621-0101
Blue Bayou,https://www.yelp.com/biz/blue-bayou-anaheim,2641,$$$,Cajun/Creole- American (Traditional)- ,Disneyland Park,Anaheim,(714) 781-3463
The Classic Taco,https://www.yelp.com/biz/the-classic-taco-anaheim-2,136,$,Food Trucks- Mexican- ,(844) 482-8226,Anaheim,(844) 482-8226
Zankou Chicken,https://www.yelp.com/biz/zankou-chicken-anaheim,1428,$,Mediterranean- Lebanese- Armenian,Times Square,Anaheim,(714) 229-2060
Biyako,https://www.yelp.com/biz/biyako-anaheim-2,245,$$,Japanese- Sushi Bars- Salad,512 S State College Blvd,Anaheim,(714) 778-0078
Mi Casa Mexicana,https://www.yelp.com/biz/mi-casa-mexicana-anaheim,473,$$,Mexican- - ,630 W Orangewood Ave,Anaheim,(714) 971-0111
Paradise Garden Grill,https://www.yelp.com/biz/paradise-garden-grill-anaheim-3,152,$$,Mediterranean- - ,1313 S Harbor Blvd,Anaheim,na
Board & Brew - Anaheim Hills,https://www.yelp.com/biz/board-and-brew-anaheim-hills-anaheim,272,$,Sandwiches- Beer Bar- ,5701 E Santa Ana Canyon Rd,Anaheim,(714) 685-2188
Umami Burger - Anaheim,https://www.yelp.com/biz/umami-burger-anaheim-anaheim,1176,$$,Burgers- American (New)- Gastropubs,338 S Anaheim Blvd,Anaheim,(714) 991-8626
Desert Moon Grill,https://www.yelp.com/biz/desert-moon-grill-anaheim-4,219,$$,Mediterranean- Middle Eastern- Seafood,888 S Brookhurst St,Anaheim,(714) 533-6601
Cozy Cone Motel,https://www.yelp.com/biz/cozy-cone-motel-anaheim,271,$,Fast Food- Ice Cream & Frozen Yogurt- ,1313 S Disneyland Dr,Anaheim,na
Win Thai Cuisine,https://www.yelp.com/biz/win-thai-cuisine-anaheim-2,207,$,Halal- Thai- ,1151 N Euclid St,Anaheim,(714) 778-0940
Goofy’s Kitchen,https://www.yelp.com/biz/goofys-kitchen-anaheim,1083,$$$,American (Traditional)- Breakfast & Brunch- Buffets,Magic Way,Anaheim,(714) 781-3463
Angelos Hamburgers,https://www.yelp.com/biz/angelos-hamburgers-anaheim-2,318,$,Burgers- American (Traditional)- ,511 S State College Blvd,Anaheim,(714) 533-1401
King Pollo,https://www.yelp.com/biz/king-pollo-anaheim,119,$,Mexican- - ,530 N State College Blvd,Anaheim,(657) 207-1215
Varsity Burger,https://www.yelp.com/biz/varsity-burger-anaheim,414,$,Burgers- Fast Food- Mexican,600 W Lincoln Ave,Anaheim,(714) 956-2772
White Water Snacks,https://www.yelp.com/biz/white-water-snacks-anaheim,150,$$,Sandwiches- - ,1313 Disneyland Dr,Anaheim,(714) 781-3463
Nubia Cafe,https://www.yelp.com/biz/nubia-cafe-anaheim,219,$$,Middle Eastern- Hookah Bars- Mediterranean,1785 W Lincoln Ave,Anaheim,(714) 999-1199
Thai Corner Kitchen,https://www.yelp.com/biz/thai-corner-kitchen-anaheim,100,$$,Thai- Halal- ,499 S Brookhurst St,Anaheim,(714) 603-7919
DonerG Turkish & Mediterranean Grill - Anaheim,https://www.yelp.com/biz/donerg-turkish-and-mediterranean-grill-anaheim-anaheim,529,$,Turkish- Mediterranean- Halal,2139 E Ball Rd,Anaheim,(714) 956-0123
The Oyster Bar SKC,https://www.yelp.com/biz/the-oyster-bar-skc-anaheim-3,279,$$,Cajun/Creole- Seafood- Sports Bars,2626 E Katella Ave,Anaheim,(714) 602-7994
Mas’ Chinese Islamic Restaurant,https://www.yelp.com/biz/mas-chinese-islamic-restaurant-anaheim-2,1022,$$,Chinese- Halal- ,601 E Orangethorpe Ave,Anaheim,(714) 446-9553
Center Street Tavern,https://www.yelp.com/biz/center-street-tavern-anaheim,24,$$,Pubs- Sandwiches- American (Traditional),211 West Center St,Anaheim,(714) 956-4400
99 Bottles & Cocktails,https://www.yelp.com/biz/99-bottles-and-cocktails-anaheim,137,$,Dance Clubs- Sports Bars- American (Traditional),8901 Katella Ave,Anaheim,(714) 826-2040
Tanor Fresh Mediterranean Grill,https://www.yelp.com/biz/tanor-fresh-mediterranean-grill-anaheim-2,414,$$,Mediterranean- - ,1770 S Harbor Blvd,Anaheim,(714) 808-9755
Knafeh Cafe,https://www.yelp.com/biz/knafeh-cafe-anaheim-5,56,$,Cafes- Middle Eastern- Desserts,866 S Brookhurst St,Anaheim,(714) 442-0044
Rolling Boil,https://www.yelp.com/biz/rolling-boil-anaheim,272,$$,Hot Pot- Szechuan- ,440 S Anaheim Blvd,Anaheim,(657) 208-7188
Lopez & Lefty’s Sports Cantina,https://www.yelp.com/biz/lopez-and-leftys-sports-cantina-anaheim-3,222,$$,American (New)- Sports Bars- Mexican,1759 S Claudina Way,Anaheim,(714) 300-0000
Royal Street Veranda,https://www.yelp.com/biz/royal-street-veranda-anaheim,267,$$,American (New)- Soup- Cajun/Creole,1313 S Harbor Blvd,Anaheim,(714) 781-3463
Pacific Wharf Cafe,https://www.yelp.com/biz/pacific-wharf-cafe-anaheim,412,$$,Delis- Soup- ,Disneyland Dr,Anaheim,(714) 781-3463
Bay Poke,https://www.yelp.com/biz/bay-poke-anaheim,69,$,Poke- Hawaiian- Seafood,1801 E Katella Ave,Anaheim,(714) 602-6673
Valuetinas Pizza,https://www.yelp.com/biz/valuetinas-pizza-anaheim,61,$,Pizza- - ,2536 W Lincoln Ave,Anaheim,(714) 816-9000
Bonito Sinaloa,https://www.yelp.com/biz/bonito-sinaloa-anaheim,52,$$,Mexican- - ,825 N Euclid St,Anaheim,(714) 991-6843
Abyssinia Restaurant,https://www.yelp.com/biz/abyssinia-restaurant-anaheim-2,66,$$,Ethiopian- - ,2801 W Ball Rd,Anaheim,(714) 826-8859
Taqueria El Sancho,https://www.yelp.com/biz/taqueria-el-sancho-anaheim,92,$,Mexican- Latin American- Tex-Mex,895 S East St,Anaheim,(714) 533-8277
Taqueria El Sancho,https://www.yelp.com/biz/taqueria-el-sancho-anaheim,92,$,Mexican- Latin American- Tex-Mex,895 S East St,Anaheim,(714) 533-8277
Tacos Super Gallito,https://www.yelp.com/biz/tacos-super-gallito-anaheim,161,$,Mexican- - ,800 West Lincoln Ave,Anaheim,(714) 603-7150
Byblos Mediterranean Grill,https://www.yelp.com/biz/byblos-mediterranean-grill-anaheim,219,$,Mediterranean- Lebanese- ,1071 N Tustin Ave,Anaheim,(714) 575-0076
Tacos Jr’s,https://www.yelp.com/biz/tacos-jrs-anaheim,114,$,Mexican- - ,450 S State College Blvd,Anaheim,(714) 780-0380
Delectable,https://www.yelp.com/biz/delectable-anaheim,8,$$,Bakeries- Macarons- Food Stands,205 W Center St Promenade,Anaheim,(714) 715-6086
Sawleaf Cafe,https://www.yelp.com/biz/sawleaf-cafe-anaheim-3,369,$,Vietnamese- Soup- Sandwiches,440 S Anaheim Blvd,Anaheim,(714) 833-5016
Cafe Casse Croute,https://www.yelp.com/biz/cafe-casse-croute-anaheim,605,$,French- Breakfast & Brunch- Cafes,656 S Brookhurst St,Anaheim,(714) 774-8013
Urbana,https://www.yelp.com/biz/urbana-anaheim,282,$$,Mexican- Cocktail Bars- ,440 S Anaheim Blvd,Anaheim,(714) 502-0255
Catal Restaurant,https://www.yelp.com/biz/catal-restaurant-anaheim-2,1173,$$$,Mediterranean- Tapas/Small Plates- ,1580 Disneyland Dr,Anaheim,(714) 774-4442
Cafe Orleans,https://www.yelp.com/biz/cafe-orleans-anaheim,1264,$$,Cajun/Creole- American (New)- ,Disneyland Park,Anaheim,(714) 781-3463
Giant Manhattan Pizza,https://www.yelp.com/biz/giant-manhattan-pizza-anaheim,183,$,Pizza- Italian- ,9842 Katella Ave,Anaheim,(714) 534-2233
Marri’s Pizza & Italian Restaurants,https://www.yelp.com/biz/marris-pizza-and-italian-restaurants-anaheim,531,$$,Italian- Pizza- ,1194 W Katella Ave,Anaheim,(714) 533-1631
Luigi’s D’Italia,https://www.yelp.com/biz/luigis-d-italia-anaheim,495,$$,Italian- Pizza- ,801 S State College Blvd,Anaheim,(714) 490-0990
Burger Theory,https://www.yelp.com/biz/burger-theory-anaheim,100,$$,Burgers- - ,1915 S Manchester Ave,Anaheim,(714) 748-7777
M & M Donuts,https://www.yelp.com/biz/m-and-m-donuts-anaheim,2142,$,Donuts- Coffee & Tea- Sandwiches,1614 W Katella Ave,Anaheim,(714) 490-0718
In-N-Out Burger,https://www.yelp.com/biz/in-n-out-burger-anaheim,262,$,Burgers- Fast Food- ,600 S Brookhurst St,Anaheim,(800) 786-1000
Miraloma Cafe,https://www.yelp.com/biz/miraloma-cafe-anaheim,287,$,Coffee & Tea- Cafes- Breakfast & Brunch,3100 E Miraloma Ave,Anaheim,(714) 632-1415
Uva Bar & Café,https://www.yelp.com/biz/uva-bar-and-caf%C3%A9-anaheim-3,961,$$,Bars- Mediterranean- ,1580 Disneyland Dr,Anaheim,(714) 774-4442
Italian Pizza Rosa,https://www.yelp.com/biz/italian-pizza-rosa-anaheim,107,$$,Italian- Pizza- ,2825 E Lincoln Ave,Anaheim,(714) 630-0750
Ortega’s Family Restaurant,https://www.yelp.com/biz/ortegas-family-restaurant-anaheim,64,$,Mexican- - ,2561 W Ball Rd,Anaheim,(714) 828-2830
Cancun Juice,https://www.yelp.com/biz/cancun-juice-anaheim,147,$,Mexican- - ,2108 E Lincoln Ave,Anaheim,(714) 776-6268
Ho-Toy’s Chinese Food,https://www.yelp.com/biz/ho-toys-chinese-food-anaheim,189,$,Chinese- - ,734 S State College Blvd,Anaheim,(714) 956-8430
Blazin Hotpot & Boba Tea,https://www.yelp.com/biz/blazin-hotpot-and-boba-tea-anaheim,323,$$,Hot Pot- Asian Fusion- Chinese,2937 W Ball Rd,Anaheim,(714) 886-2686
